category,Relevant by ASReview LAB,Random relevant
8173,300,81
8174,300,81
8175,300,81
8176,300,81
8177,300,81
8178,300,81
8179,300,81
8180,300,81
8181,300,81
8182,300,81
8183,300,81
8184,300,81
8185,300,81
8186,300,81
8187,300,81
8188,300,81
8189,300,81
8190,300,81
8191,300,81
8192,300,81
8193,300,81
8194,300,81
8195,300,81
8196,300,81
8197,300,81
8198,300,81
8199,300,81
8200,300,81
8201,300,81
8202,300,81
8203,300,81
8204,300,81
8205,300,81
8206,300,81
8207,300,81
8208,300,81
8209,300,81
8210,300,81
8211,300,81
8212,300,81
8213,300,81
8214,300,81
8215,300,81
8216,300,81
8217,300,81
8218,300,81
8219,300,81
8220,300,81
8221,300,81
8222,300,81
8223,300,81
8224,300,81
8225,300,81
8226,300,81
8227,300,81
8228,300,81
8229,300,81
8230,300,81
8231,300,81
8232,300,81
8233,300,82
8234,300,82
8235,300,82
8236,300,82
8237,300,82
8238,300,82
8239,300,82
8240,300,82
8241,300,82
8242,300,82
8243,300,82
8244,300,82
8245,300,82
8246,300,82
8247,300,82
8248,300,82
8249,300,82
8250,300,82
8251,300,82
8252,300,82
8253,300,82
8254,300,82
8255,300,82
8256,300,82
8257,300,82
8258,300,82
8259,300,82
8260,300,82
8261,300,82
8262,300,82
8263,300,82
8264,300,82
8265,300,82
8266,300,82
8267,300,82
8268,300,82
8269,300,82
8270,300,82
8271,300,82
8272,300,82
8273,300,82
8274,300,82
8275,300,82
8276,300,82
8277,300,82
8278,300,82
8279,300,82
8280,300,82
8281,300,82
8282,300,82
8283,300,82
8284,300,82
8285,300,82
8286,300,82
8287,300,82
8288,300,82
8289,300,82
8290,300,82
8291,300,82
8292,300,82
8293,300,82
8294,300,82
8295,300,82
8296,300,82
8297,300,82
8298,300,82
8299,300,82
8300,300,82
8301,300,82
8302,300,82
8303,300,82
8304,300,82
8305,300,82
8306,300,82
8307,300,82
8308,300,82
8309,300,82
8310,300,82
8311,300,82
8312,300,82
8313,300,82
8314,300,82
8315,300,82
8316,300,82
8317,300,82
8318,300,82
8319,300,82
8320,300,82
8321,300,82
8322,300,82
8323,300,82
8324,300,82
8325,300,82
8326,300,82
8327,300,82
8328,300,82
8329,300,82
8330,300,82
8331,300,82
8332,300,82
8333,300,82
8334,300,83
8335,300,83
8336,300,83
8337,300,83
8338,300,83
8339,300,83
8340,300,83
8341,300,83
8342,300,83
8343,300,83
8344,300,83
8345,300,83
8346,300,83
8347,300,83
8348,300,83
8349,300,83
8350,300,83
8351,300,83
8352,300,83
8353,300,83
8354,300,83
8355,300,83
8356,300,83
8357,300,83
8358,300,83
8359,300,83
8360,300,83
8361,300,83
8362,300,83
8363,300,83
8364,300,83
8365,300,83
8366,300,83
8367,300,83
8368,300,83
8369,300,83
8370,300,83
8371,300,83
8372,300,83
8373,300,83
8374,300,83
8375,300,83
8376,300,83
8377,300,83
8378,300,83
8379,300,83
8380,300,83
8381,300,83
8382,300,83
8383,300,83
8384,300,83
8385,300,83
8386,300,83
8387,300,83
8388,300,83
8389,300,83
8390,300,83
8391,300,83
8392,300,83
8393,300,83
8394,300,83
8395,300,83
8396,300,83
8397,300,83
8398,300,83
8399,300,83
8400,300,83
8401,300,83
8402,300,83
8403,300,83
8404,300,83
8405,300,83
8406,300,83
8407,300,83
8408,300,83
8409,300,83
8410,300,83
8411,300,83
8412,300,83
8413,300,83
8414,300,83
8415,300,83
8416,300,83
8417,300,83
8418,300,83
8419,300,83
8420,300,83
8421,300,83
8422,300,83
8423,300,83
8424,300,83
8425,300,83
8426,300,83
8427,300,83
8428,300,83
8429,300,83
8430,300,83
8431,300,83
8432,300,83
8433,300,83
8434,300,83
8435,300,84
8436,300,84
8437,300,84
8438,300,84
8439,300,84
8440,300,84
8441,300,84
8442,300,84
8443,300,84
8444,300,84
8445,300,84
8446,300,84
8447,300,84
8448,300,84
8449,300,84
8450,300,84
8451,300,84
8452,300,84
8453,300,84
8454,300,84
8455,300,84
8456,300,84
8457,300,84
8458,300,84
8459,300,84
8460,300,84
8461,300,84
8462,300,84
8463,300,84
8464,300,84
8465,300,84
8466,300,84
8467,300,84
8468,300,84
8469,300,84
8470,300,84
8471,300,84
8472,300,84
8473,300,84
8474,300,84
8475,300,84
8476,300,84
8477,300,84
8478,300,84
8479,300,84
8480,300,84
8481,300,84
8482,300,84
8483,300,84
8484,300,84
8485,300,84
8486,300,84
8487,300,84
8488,300,84
8489,300,84
8490,300,84
8491,300,84
8492,300,84
8493,300,84
8494,300,84
8495,300,84
8496,300,84
8497,300,84
8498,300,84
8499,300,84
8500,300,84
8501,300,84
8502,300,84
8503,300,84
8504,300,84
8505,300,84
8506,300,84
8507,300,84
8508,300,84
8509,300,84
8510,300,84
8511,300,84
8512,300,84
8513,300,84
8514,300,84
8515,300,84
8516,300,84
8517,300,84
8518,300,84
8519,300,84
8520,300,84
8521,300,84
8522,300,84
8523,300,84
8524,300,84
8525,300,84
8526,300,84
8527,300,84
8528,300,84
8529,300,84
8530,300,84
8531,300,84
8532,300,84
8533,300,84
8534,300,84
8535,300,84
8536,300,85
8537,300,85
8538,300,85
8539,300,85
8540,300,85
8541,300,85
8542,300,85
8543,300,85
8544,300,85
8545,300,85
8546,300,85
8547,300,85
8548,300,85
8549,300,85
8550,300,85
8551,300,85
8552,300,85
8553,300,85
8554,300,85
8555,300,85
8556,300,85
8557,300,85
8558,300,85
8559,300,85
8560,300,85
8561,300,85
8562,300,85
8563,300,85
8564,300,85
8565,300,85
8566,300,85
8567,300,85
8568,300,85
8569,300,85
8570,300,85
8571,300,85
8572,300,85
8573,300,85
8574,300,85
8575,300,85
8576,300,85
8577,300,85
8578,300,85
8579,300,85
8580,300,85
8581,300,85
8582,300,85
8583,300,85
8584,300,85
8585,300,85
8586,300,85
8587,300,85
8588,300,85
8589,300,85
8590,300,85
8591,300,85
8592,300,85
8593,300,85
8594,300,85
8595,300,85
8596,300,85
8597,300,85
8598,300,85
8599,300,85
8600,300,85
8601,300,85
8602,300,85
8603,300,85
8604,300,85
8605,300,85
8606,300,85
8607,300,85
8608,300,85
8609,300,85
8610,300,85
8611,300,85
8612,300,85
8613,300,85
8614,300,85
8615,300,85
8616,300,85
8617,300,85
8618,300,85
8619,300,85
8620,300,85
8621,300,85
8622,300,85
8623,300,85
8624,300,85
8625,300,85
8626,300,85
8627,300,85
8628,300,85
8629,300,85
8630,300,85
8631,300,85
8632,300,85
8633,300,85
8634,300,85
8635,300,85
8636,300,85
8637,300,86
8638,300,86
8639,300,86
8640,300,86
8641,300,86
8642,300,86
8643,300,86
8644,300,86
8645,300,86
8646,300,86
8647,300,86
8648,300,86
8649,300,86
8650,300,86
8651,300,86
8652,300,86
8653,300,86
8654,300,86
8655,300,86
8656,300,86
8657,300,86
8658,300,86
8659,300,86
8660,300,86
8661,300,86
8662,300,86
8663,300,86
8664,300,86
8665,300,86
8666,300,86
8667,300,86
8668,300,86
8669,300,86
8670,300,86
8671,300,86
8672,300,86
8673,300,86
8674,300,86
8675,300,86
8676,300,86
8677,300,86
8678,300,86
8679,300,86
8680,300,86
8681,300,86
8682,300,86
8683,300,86
8684,300,86
8685,300,86
8686,300,86
8687,300,86
8688,300,86
8689,300,86
8690,300,86
8691,300,86
8692,300,86
8693,300,86
8694,300,86
8695,300,86
8696,300,86
8697,300,86
8698,300,86
8699,300,86
8700,300,86
8701,300,86
8702,300,86
8703,300,86
8704,300,86
8705,300,86
8706,300,86
8707,300,86
8708,300,86
8709,300,86
8710,300,86
8711,300,86
8712,300,86
8713,300,86
8714,300,86
8715,300,86
8716,300,86
8717,300,86
8718,300,86
8719,300,86
8720,300,86
8721,300,86
8722,300,86
8723,300,86
8724,300,86
8725,300,86
8726,300,86
8727,300,86
8728,300,86
8729,300,86
8730,300,86
8731,300,86
8732,300,86
8733,300,86
8734,300,86
8735,300,86
8736,300,86
8737,300,86
8738,300,87
8739,300,87
8740,300,87
8741,300,87
8742,300,87
8743,300,87
8744,300,87
8745,300,87
8746,300,87
8747,300,87
8748,300,87
8749,300,87
8750,300,87
8751,300,87
8752,300,87
8753,300,87
8754,300,87
8755,300,87
8756,300,87
8757,300,87
8758,300,87
8759,300,87
8760,300,87
8761,300,87
8762,300,87
8763,300,87
8764,300,87
8765,300,87
8766,300,87
8767,300,87
8768,300,87
8769,300,87
8770,300,87
8771,300,87
8772,300,87
8773,300,87
8774,300,87
8775,300,87
8776,300,87
8777,300,87
8778,300,87
8779,300,87
8780,300,87
8781,300,87
8782,300,87
8783,300,87
8784,300,87
8785,300,87
8786,300,87
8787,300,87
8788,300,87
8789,300,87
8790,300,87
8791,300,87
8792,300,87
8793,300,87
8794,300,87
8795,300,87
8796,300,87
8797,300,87
8798,300,87
8799,300,87
8800,300,87
8801,300,87
8802,300,87
8803,300,87
8804,300,87
8805,300,87
8806,300,87
8807,300,87
8808,300,87
8809,300,87
8810,300,87
8811,300,87
8812,300,87
8813,300,87
8814,300,87
8815,300,87
8816,300,87
8817,300,87
8818,300,87
8819,300,87
8820,300,87
8821,300,87
8822,300,87
8823,300,87
8824,300,87
8825,300,87
8826,300,87
8827,300,87
8828,300,87
8829,300,87
8830,300,87
8831,300,87
8832,300,87
8833,300,87
8834,300,87
8835,300,87
8836,300,87
8837,300,87
8838,300,87
8839,300,88
8840,300,88
8841,300,88
8842,300,88
8843,300,88
8844,300,88
8845,300,88
8846,300,88
8847,300,88
8848,300,88
8849,300,88
8850,300,88
8851,300,88
8852,300,88
8853,300,88
8854,300,88
8855,300,88
8856,300,88
8857,300,88
8858,300,88
8859,300,88
8860,300,88
8861,300,88
8862,300,88
8863,300,88
8864,300,88
8865,300,88
8866,300,88
8867,300,88
8868,300,88
8869,300,88
8870,300,88
8871,300,88
8872,300,88
8873,300,88
8874,300,88
8875,300,88
8876,300,88
8877,300,88
8878,300,88
8879,300,88
8880,300,88
8881,300,88
8882,300,88
8883,300,88
8884,300,88
8885,300,88
8886,300,88
8887,300,88
8888,300,88
8889,300,88
8890,300,88
8891,300,88
8892,300,88
8893,300,88
8894,300,88
8895,300,88
8896,300,88
8897,300,88
8898,300,88
8899,300,88
8900,300,88
8901,300,88
8902,300,88
8903,300,88
8904,300,88
8905,300,88
8906,300,88
8907,300,88
8908,300,88
8909,300,88
8910,300,88
8911,300,88
8912,300,88
8913,300,88
8914,300,88
8915,300,88
8916,300,88
8917,300,88
8918,300,88
8919,300,88
8920,300,88
8921,300,88
8922,300,88
8923,300,88
8924,300,88
8925,300,88
8926,300,88
8927,300,88
8928,300,88
8929,300,88
8930,300,88
8931,300,88
8932,300,88
8933,300,88
8934,300,88
8935,300,88
8936,300,88
8937,300,88
8938,300,88
8939,300,88
8940,300,89
8941,300,89
8942,300,89
8943,300,89
8944,300,89
8945,300,89
8946,300,89
8947,300,89
8948,300,89
8949,300,89
8950,300,89
8951,300,89
8952,300,89
8953,300,89
8954,300,89
8955,300,89
8956,300,89
8957,300,89
8958,300,89
8959,300,89
8960,300,89
8961,300,89
8962,300,89
8963,300,89
8964,300,89
8965,300,89
8966,300,89
8967,300,89
8968,300,89
8969,300,89
8970,300,89
8971,300,89
8972,300,89
8973,300,89
8974,300,89
8975,300,89
8976,300,89
8977,300,89
8978,300,89
8979,300,89
8980,300,89
8981,300,89
8982,300,89
8983,300,89
8984,300,89
8985,300,89
8986,300,89
8987,300,89
8988,300,89
8989,300,89
8990,300,89
8991,300,89
8992,300,89
8993,300,89
8994,300,89
8995,300,89
8996,300,89
8997,300,89
8998,300,89
8999,300,89
9000,300,89
9001,300,89
9002,300,89
9003,300,89
9004,300,89
9005,300,89
9006,300,89
9007,300,89
9008,300,89
9009,300,89
9010,300,89
9011,300,89
9012,300,89
9013,300,89
9014,300,89
9015,300,89
9016,300,89
9017,300,89
9018,300,89
9019,300,89
9020,300,89
9021,300,89
9022,300,89
9023,300,89
9024,300,89
9025,300,89
9026,300,89
9027,300,89
9028,300,89
9029,300,89
9030,300,89
9031,300,89
9032,300,89
9033,300,89
9034,300,89
9035,300,89
9036,300,89
9037,300,89
9038,300,89
9039,300,89
9040,300,89
9041,300,90
9042,300,90
9043,300,90
9044,300,90
9045,300,90
9046,300,90
9047,300,90
9048,300,90
9049,300,90
9050,300,90
9051,300,90
9052,300,90
9053,300,90
9054,300,90
9055,300,90
9056,300,90
9057,300,90
9058,300,90
9059,300,90
9060,300,90
9061,300,90
9062,300,90
9063,300,90
9064,300,90
9065,300,90
9066,300,90
9067,300,90
9068,300,90
9069,300,90
9070,300,90
9071,300,90
9072,300,90
9073,300,90
9074,300,90
9075,300,90
9076,300,90
9077,300,90
9078,300,90
9079,300,90
9080,300,90
9081,300,90
9082,300,90
9083,300,90
9084,300,90
9085,300,90
9086,300,90
9087,300,90
9088,300,90
9089,300,90
9090,300,90
9091,300,90
9092,300,90
9093,300,90
9094,300,90
9095,300,90
9096,300,90
9097,300,90
9098,300,90
9099,300,90
9100,300,90
9101,300,90
9102,300,90
9103,300,90
9104,300,90
9105,300,90
9106,300,90
9107,300,90
9108,300,90
9109,300,90
9110,300,90
9111,300,90
9112,300,90
9113,300,90
9114,300,90
9115,300,90
9116,300,90
9117,300,90
9118,300,90
9119,300,90
9120,300,90
9121,300,90
9122,300,90
9123,300,90
9124,300,90
9125,300,90
9126,300,90
9127,300,90
9128,300,90
9129,300,90
9130,300,90
9131,300,90
9132,300,90
9133,300,90
9134,300,90
9135,300,90
9136,300,90
9137,300,90
9138,300,90
9139,300,90
9140,300,90
9141,300,90
9142,300,91
9143,300,91
9144,300,91
9145,300,91
9146,300,91
9147,300,91
9148,300,91
9149,300,91
9150,300,91
9151,300,91
9152,300,91
9153,300,91
9154,300,91
9155,300,91
9156,300,91
9157,300,91
9158,300,91
9159,300,91
9160,300,91
9161,300,91
9162,300,91
9163,300,91
9164,300,91
9165,300,91
9166,300,91
9167,300,91
9168,300,91
9169,300,91
9170,300,91
9171,300,91
9172,300,91
9173,300,91
9174,300,91
9175,300,91
9176,300,91
9177,300,91
9178,300,91
9179,300,91
9180,300,91
9181,300,91
9182,300,91
9183,300,91
9184,300,91
9185,300,91
9186,300,91
9187,300,91
9188,300,91
9189,300,91
9190,300,91
9191,300,91
9192,300,91
9193,300,91
9194,300,91
9195,300,91
9196,300,91
9197,300,91
9198,300,91
9199,300,91
9200,300,91
9201,300,91
9202,300,91
9203,300,91
9204,300,91
9205,300,91
9206,300,91
9207,300,91
9208,300,91
9209,300,91
9210,300,91
9211,300,91
9212,300,91
9213,300,91
9214,300,91
9215,300,91
9216,300,91
9217,300,91
9218,300,91
9219,300,91
9220,300,91
9221,300,91
9222,300,91
9223,300,91
9224,300,91
9225,300,91
9226,300,91
9227,300,91
9228,300,91
9229,300,91
9230,300,91
9231,300,91
9232,300,91
9233,300,91
9234,300,91
9235,300,91
9236,300,91
9237,300,91
9238,300,91
9239,300,91
9240,300,91
9241,300,91
9242,300,91
9243,300,92
9244,300,92
9245,300,92
9246,300,92
9247,300,92
9248,300,92
9249,300,92
9250,300,92
9251,300,92
9252,300,92
9253,300,92
9254,300,92
9255,300,92
9256,300,92
9257,300,92
9258,300,92
9259,300,92
9260,300,92
9261,300,92
9262,300,92
9263,300,92
9264,300,92
9265,300,92
9266,300,92
9267,300,92
9268,300,92
9269,300,92
9270,300,92
9271,300,92
9272,300,92
9273,300,92
9274,300,92
9275,300,92
9276,300,92
9277,300,92
9278,300,92
9279,300,92
9280,300,92
9281,300,92
9282,300,92
9283,300,92
9284,300,92
9285,300,92
9286,300,92
9287,300,92
9288,300,92
9289,300,92
9290,300,92
9291,300,92
9292,300,92
9293,300,92
9294,300,92
9295,300,92
9296,300,92
9297,300,92
9298,300,92
9299,300,92
9300,300,92
9301,300,92
9302,300,92
9303,300,92
9304,300,92
9305,300,92
9306,300,92
9307,300,92
9308,300,92
9309,300,92
9310,300,92
9311,300,92
9312,300,92
9313,300,92
9314,300,92
9315,300,92
9316,300,92
9317,300,92
9318,300,92
9319,300,92
9320,300,92
9321,300,92
9322,300,92
9323,300,92
9324,300,92
9325,300,92
9326,300,92
9327,300,92
9328,300,92
9329,300,92
9330,300,92
9331,300,92
9332,300,92
9333,300,92
9334,300,92
9335,300,92
9336,300,92
9337,300,92
9338,300,92
9339,300,92
9340,300,92
9341,300,92
9342,300,92
9343,300,92
9344,300,93
9345,300,93
9346,300,93
9347,300,93
9348,300,93
9349,300,93
9350,300,93
9351,300,93
9352,300,93
9353,300,93
9354,300,93
9355,300,93
9356,300,93
9357,300,93
9358,300,93
9359,300,93
9360,300,93
9361,300,93
9362,300,93
9363,300,93
9364,300,93
9365,300,93
9366,300,93
9367,300,93
9368,300,93
9369,300,93
9370,300,93
9371,300,93
9372,300,93
9373,300,93
9374,300,93
9375,300,93
9376,300,93
9377,300,93
9378,300,93
9379,300,93
9380,300,93
9381,300,93
9382,300,93
9383,300,93
9384,300,93
9385,300,93
9386,300,93
9387,300,93
9388,300,93
9389,300,93
9390,300,93
9391,300,93
9392,300,93
9393,300,93
9394,300,93
9395,300,93
9396,300,93
9397,300,93
9398,300,93
9399,300,93
9400,300,93
9401,300,93
9402,300,93
9403,300,93
9404,300,93
9405,300,93
9406,300,93
9407,300,93
9408,300,93
9409,300,93
9410,300,93
9411,300,93
9412,300,93
9413,300,93
9414,300,93
9415,300,93
9416,300,93
9417,300,93
9418,300,93
9419,300,93
9420,300,93
9421,300,93
9422,300,93
9423,300,93
9424,300,93
9425,300,93
9426,300,93
9427,300,93
9428,300,93
9429,300,93
9430,300,93
9431,300,93
9432,300,93
9433,300,93
9434,300,93
9435,300,93
9436,300,93
9437,300,93
9438,300,93
9439,300,93
9440,300,93
9441,300,93
9442,300,93
9443,300,93
9444,300,93
9445,300,94
9446,300,94
9447,300,94
9448,300,94
9449,300,94
9450,300,94
9451,300,94
9452,300,94
9453,300,94
9454,300,94
9455,300,94
9456,300,94
9457,300,94
9458,300,94
9459,300,94
9460,300,94
9461,300,94
9462,300,94
9463,300,94
9464,300,94
9465,300,94
9466,300,94
9467,300,94
9468,300,94
9469,300,94
9470,300,94
9471,300,94
9472,300,94
9473,300,94
9474,300,94
9475,300,94
9476,300,94
9477,300,94
9478,300,94
9479,300,94
9480,300,94
9481,300,94
9482,300,94
9483,300,94
9484,300,94
9485,300,94
9486,300,94
9487,300,94
9488,300,94
9489,300,94
9490,300,94
9491,300,94
9492,300,94
9493,300,94
9494,300,94
9495,300,94
9496,300,94
9497,300,94
9498,300,94
9499,300,94
9500,300,94
9501,300,94
9502,300,94
9503,300,94
9504,300,94
9505,300,94
9506,300,94
9507,300,94
9508,300,94
9509,300,94
9510,300,94
9511,300,94
9512,300,94
9513,300,94
9514,300,94
9515,300,94
9516,300,94
9517,300,94
9518,300,94
9519,300,94
9520,300,94
9521,300,94
9522,300,94
9523,300,94
9524,300,94
9525,300,94
9526,300,94
9527,300,94
9528,300,94
9529,300,94
9530,300,94
9531,300,94
9532,300,94
9533,300,94
9534,300,94
9535,300,94
9536,300,94
9537,300,94
9538,300,94
9539,300,94
9540,300,94
9541,300,94
9542,300,94
9543,300,94
9544,300,94
9545,300,94
9546,300,95
9547,300,95
9548,300,95
9549,300,95
9550,300,95
9551,300,95
9552,300,95
9553,300,95
9554,300,95
9555,300,95
9556,300,95
9557,300,95
9558,300,95
9559,300,95
9560,300,95
9561,300,95
9562,300,95
9563,300,95
9564,300,95
9565,300,95
9566,300,95
9567,300,95
9568,300,95
9569,300,95
9570,300,95
9571,300,95
9572,300,95
9573,300,95
9574,300,95
9575,300,95
9576,300,95
9577,300,95
9578,300,95
9579,300,95
9580,300,95
9581,300,95
9582,300,95
9583,300,95
9584,300,95
9585,300,95
9586,300,95
9587,300,95
9588,300,95
9589,300,95
9590,300,95
9591,300,95
9592,300,95
9593,300,95
9594,300,95
9595,300,95
9596,300,95
9597,300,95
9598,300,95
9599,300,95
9600,300,95
9601,300,95
9602,300,95
9603,300,95
9604,300,95
9605,300,95
9606,300,95
9607,300,95
9608,300,95
9609,300,95
9610,300,95
9611,300,95
9612,300,95
9613,300,95
9614,300,95
9615,300,95
9616,300,95
9617,300,95
9618,300,95
9619,300,95
9620,300,95
9621,300,95
9622,300,95
9623,300,95
9624,300,95
9625,300,95
9626,300,95
9627,300,95
9628,300,95
9629,300,95
9630,300,95
9631,300,95
9632,300,95
9633,300,95
9634,300,95
9635,300,95
9636,300,95
9637,300,95
9638,300,95
9639,300,95
9640,300,95
9641,300,95
9642,300,95
9643,300,95
9644,300,95
9645,300,95
9646,300,95
9647,300,96
9648,300,96
9649,300,96
9650,300,96
9651,300,96
9652,300,96
9653,300,96
9654,300,96
9655,300,96
9656,300,96
9657,300,96
9658,300,96
9659,300,96
9660,300,96
9661,300,96
9662,300,96
9663,300,96
9664,300,96
9665,300,96
9666,300,96
9667,300,96
9668,300,96
9669,300,96
9670,300,96
9671,300,96
9672,300,96
9673,300,96
9674,300,96
9675,300,96
9676,300,96
9677,300,96
9678,300,96
9679,300,96
9680,300,96
9681,300,96
9682,300,96
9683,300,96
9684,300,96
9685,300,96
9686,300,96
9687,300,96
9688,300,96
9689,300,96
9690,300,96
9691,300,96
9692,300,96
9693,300,96
9694,300,96
9695,300,96
9696,300,96
9697,300,96
9698,300,96
9699,300,96
9700,300,96
9701,300,96
9702,300,96
9703,300,96
9704,300,96
9705,300,96
9706,300,96
9707,300,96
9708,300,96
9709,300,96
9710,300,96
9711,300,96
9712,300,96
9713,300,96
9714,300,96
9715,300,96
9716,300,96
9717,300,96
9718,300,96
9719,300,96
9720,300,96
9721,300,96
9722,300,96
9723,300,96
9724,300,96
9725,300,96
9726,300,96
9727,300,96
9728,300,96
9729,300,96
9730,300,96
9731,300,96
9732,300,96
9733,300,96
9734,300,96
9735,300,96
9736,300,96
9737,300,96
9738,300,96
9739,300,96
9740,300,96
9741,300,96
9742,300,96
9743,300,96
9744,300,96
9745,300,96
9746,300,96
9747,300,96
9748,300,97
9749,300,97
9750,300,97
9751,300,97
9752,300,97
9753,300,97
9754,300,97
9755,300,97
9756,300,97
9757,300,97
9758,300,97
9759,300,97
9760,300,97
9761,300,97
9762,300,97
9763,300,97
9764,300,97
9765,300,97
9766,300,97
9767,300,97
9768,300,97
9769,300,97
9770,300,97
9771,300,97
9772,300,97
9773,300,97
9774,300,97
9775,300,97
9776,300,97
9777,300,97
9778,300,97
9779,300,97
9780,300,97
9781,300,97
9782,300,97
9783,300,97
9784,300,97
9785,300,97
9786,300,97
9787,300,97
9788,300,97
9789,300,97
9790,300,97
9791,300,97
9792,300,97
9793,300,97
9794,300,97
9795,300,97
9796,300,97
9797,300,97
9798,300,97
9799,300,97
9800,300,97
9801,300,97
9802,300,97
9803,300,97
9804,300,97
9805,300,97
9806,300,97
9807,300,97
9808,300,97
9809,300,97
9810,300,97
9811,300,97
9812,300,97
9813,300,97
9814,300,97
9815,300,97
9816,300,97
9817,300,97
9818,300,97
9819,300,97
9820,300,97
9821,300,97
9822,300,97
9823,300,97
9824,300,97
9825,300,97
9826,300,97
9827,300,97
9828,300,97
9829,300,97
9830,300,97
9831,300,97
9832,300,97
9833,300,97
9834,300,97
9835,300,97
9836,300,97
9837,300,97
9838,300,97
9839,300,97
9840,300,97
9841,300,97
9842,300,97
9843,300,97
9844,300,97
9845,300,97
9846,300,97
9847,300,97
9848,300,97
9849,300,98
9850,300,98
9851,300,98
9852,300,98
9853,300,98
9854,300,98
9855,300,98
9856,300,98
9857,300,98
9858,300,98
9859,300,98
9860,300,98
9861,300,98
9862,300,98
9863,300,98
9864,300,98
9865,300,98
9866,300,98
9867,300,98
9868,300,98
9869,300,98
9870,300,98
9871,300,98
9872,300,98
9873,300,98
9874,300,98
9875,300,98
9876,300,98
9877,300,98
9878,300,98
9879,300,98
9880,300,98
9881,300,98
9882,300,98
9883,300,98
9884,300,98
9885,300,98
9886,300,98
9887,300,98
9888,300,98
9889,300,98
9890,300,98
9891,300,98
9892,300,98
9893,300,98
9894,300,98
9895,300,98
9896,300,98
9897,300,98
9898,300,98
9899,300,98
9900,300,98
9901,300,98
9902,300,98
9903,300,98
9904,300,98
9905,300,98
9906,300,98
9907,300,98
9908,300,98
9909,300,98
9910,300,98
9911,300,98
9912,300,98
9913,300,98
9914,300,98
9915,300,98
9916,300,98
9917,300,98
9918,300,98
9919,300,98
9920,300,98
9921,300,98
9922,300,98
9923,300,98
9924,300,98
9925,300,98
9926,300,98
9927,300,98
9928,300,98
9929,300,98
9930,300,98
9931,300,98
9932,300,98
9933,300,98
9934,300,98
9935,300,98
9936,300,98
9937,300,98
9938,300,98
9939,300,98
9940,300,98
9941,300,98
9942,300,98
9943,300,98
9944,300,98
9945,300,98
9946,300,98
9947,300,98
9948,300,98
9949,300,98
9950,300,99
9951,300,99
9952,300,99
9953,300,99
9954,300,99
9955,300,99
9956,300,99
9957,300,99
9958,300,99
9959,300,99
9960,300,99
9961,300,99
9962,300,99
9963,300,99
9964,300,99
9965,300,99
9966,300,99
9967,300,99
9968,300,99
9969,300,99
9970,300,99
9971,300,99
9972,300,99
9973,300,99
9974,300,99
9975,300,99
9976,300,99
9977,300,99
9978,300,99
9979,300,99
9980,300,99
9981,300,99
9982,300,99
9983,300,99
9984,300,99
9985,300,99
9986,300,99
9987,300,99
9988,300,99
9989,300,99
9990,300,99
9991,300,99
9992,300,99
9993,300,99
9994,300,99
9995,300,99
9996,300,99
9997,300,99
9998,300,99
9999,300,99
10000,300,99
10001,300,99
10002,300,99
10003,300,99
10004,300,99
10005,300,99
10006,300,99
10007,300,99
10008,300,99
10009,300,99
10010,300,99
10011,300,99
10012,300,99
10013,300,99
10014,300,99
10015,300,99
10016,300,99
10017,300,99
10018,300,99
10019,300,99
10020,300,99
10021,300,99
10022,300,99
10023,300,99
10024,300,99
10025,300,99
10026,300,99
10027,300,99
10028,300,99
10029,300,99
10030,300,99
10031,300,99
10032,300,99
10033,300,99
10034,300,99
10035,300,99
10036,300,99
10037,300,99
10038,300,99
10039,300,99
10040,300,99
10041,300,99
10042,300,99
10043,300,99
10044,300,99
10045,300,99
10046,300,99
10047,300,99
10048,300,99
10049,300,99
10050,300,99
10051,300,100
10052,300,100
10053,300,100
10054,300,100
10055,300,100
10056,300,100
10057,300,100
10058,300,100
10059,300,100
10060,300,100
10061,300,100
10062,300,100
10063,300,100
10064,300,100
10065,300,100
10066,300,100
10067,300,100
10068,300,100
10069,300,100
10070,300,100
10071,300,100
10072,300,100
10073,300,100
10074,300,100
10075,300,100
10076,300,100
10077,300,100
10078,300,100
10079,300,100
10080,300,100
10081,300,100
10082,300,100
10083,300,100
10084,300,100
10085,300,100
10086,300,100
10087,300,100
10088,300,100
10089,300,100
10090,300,100
10091,300,100
10092,300,100
10093,300,100
10094,300,100
10095,300,100
10096,300,100
10097,300,100
10098,300,100
10099,300,100
10100,300,100
10101,300,100
10102,300,100
10103,300,100
10104,300,100
10105,300,100
10106,300,100
10107,300,100
10108,300,100
10109,300,100
10110,300,100
10111,300,100
10112,300,100
10113,300,100
10114,300,100
10115,300,100
10116,300,100
10117,300,100
10118,300,100
10119,300,100
10120,300,100
10121,300,100
10122,300,100
10123,300,100
10124,300,100
10125,300,100
10126,300,100
10127,300,100
10128,300,100
10129,300,100
10130,300,100
10131,300,100
10132,300,100
10133,300,100
10134,300,100
10135,300,100
10136,300,100
10137,300,100
10138,300,100
10139,300,100
10140,300,100
10141,300,100
10142,300,100
10143,300,100
10144,300,100
10145,300,100
10146,300,100
10147,300,100
10148,300,100
10149,300,100
10150,300,100
10151,300,100
10152,300,101
10153,300,101
10154,300,101
10155,300,101
10156,300,101
10157,300,101
10158,300,101
10159,300,101
10160,300,101
10161,300,101
10162,300,101
10163,300,101
10164,300,101
10165,300,101
10166,300,101
10167,300,101
10168,300,101
10169,300,101
